epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
22,117.435,3.60493,4.06673,2.91013,0.35704,0.10292,0.03465,0.01224,0.00414,3.42522,4.45144,3.27909,0.37868,0.000416645,0.000416645,0.000416645
23,122.477,3.34466,4.05324,2.84844,0.36408,0.01696,0.08691,0.01355,0.0047,3.41096,4.48259,3.24676,0.38127,0.000411437,0.000411437,0.000411437
24,127.553,3.35959,4.04467,2.96381,0.36119,0.04023,0.04446,0.01763,0.00678,3.35324,4.43688,3.17704,0.38738,0.00040623,0.00040623,0.00040623
25,132.561,3.44144,3.88393,2.89048,0.38204,0.10887,0.05446,0.02326,0.00967,3.32621,4.32952,3.16128,0.37207,0.000401022,0.000401022,0.000401022
26,137.493,3.20907,3.86107,2.98292,0.36703,0.12189,0.06087,0.02661,0.0111,3.28721,4.24503,3.13558,0.37372,0.000395815,0.000395815,0.000395815
27,142.443,3.21562,3.73105,2.90283,0.32641,0.02393,0.1266,0.02807,0.01214,3.25586,4.2263,3.12569,0.37319,0.000390608,0.000390608,0.000390608
28,147.378,3.2833,3.92772,2.71997,0.35937,0.11081,0.04365,0.02496,0.01106,3.22028,4.17853,3.08985,0.37532,0.0003854,0.0003854,0.0003854
29,152.372,3.23304,3.75103,2.75508,0.33807,0.05504,0.04801,0.02218,0.00999,3.19603,4.19749,3.0596,0.38148,0.000380193,0.000380193,0.000380193
30,157.25,3.09958,3.67771,2.79389,0.34916,0.05126,0.05035,0.02205,0.00928,3.16976,4.21068,3.02879,0.37219,0.000374985,0.000374985,0.000374985
31,162.115,3.33736,4.22041,2.78469,0.33236,0.04901,0.06281,0.02579,0.01036,3.14629,4.12984,2.95718,0.37089,0.000369778,0.000369778,0.000369778
32,167.07,3.16032,3.6687,2.83312,0.351,0.03342,0.13721,0.03684,0.01717,3.12834,4.08763,2.9485,0.3714,0.000364571,0.000364571,0.000364571
33,172.004,3.2262,3.44884,2.65363,0.35711,0.0968,0.0719,0.04999,0.0258,3.08931,4.01127,2.94846,0.36837,0.000359363,0.000359363,0.000359363
34,176.767,3.23892,3.46436,2.71317,0.35629,0.17174,0.07715,0.05541,0.02875,3.07106,4.00095,2.95065,0.35368,0.000354156,0.000354156,0.000354156
35,181.82,3.18404,3.60836,2.61615,0.33652,0.1593,0.0745,0.04953,0.02631,3.03836,4.04676,2.90426,0.36794,0.000348948,0.000348948,0.000348948
36,186.687,3.12509,3.54512,2.70722,0.35466,0.15071,0.06633,0.03821,0.02013,3.02647,4.12666,2.86887,0.39027,0.000343741,0.000343741,0.000343741
37,191.566,3.10282,3.51299,2.64923,0.32172,0.11875,0.06797,0.0479,0.02434,2.98711,4.0589,2.83399,0.37631,0.000338534,0.000338534,0.000338534
38,196.69,3.0778,3.5525,2.57031,0.3331,0.10958,0.09224,0.0652,0.03395,2.95097,3.94119,2.82748,0.36392,0.000333326,0.000333326,0.000333326
39,201.681,3.16692,3.39311,2.64858,0.34206,0.11178,0.0938,0.06875,0.03646,2.95518,3.8749,2.8409,0.36286,0.000328119,0.000328119,0.000328119
40,206.607,3.18542,3.34486,2.63744,0.3286,0.1126,0.09174,0.07082,0.03737,2.981,3.83599,2.86272,0.36663,0.000322911,0.000322911,0.000322911
41,211.638,3.10123,3.59311,2.68428,0.32626,0.12251,0.08594,0.07264,0.03889,2.9693,3.839,2.82584,0.36891,0.000317704,0.000317704,0.000317704
42,216.833,3.00552,3.38448,2.56033,0.29955,0.14065,0.085,0.07594,0.04111,2.91454,3.82619,2.77727,0.36314,0.000312497,0.000312497,0.000312497
43,221.899,3.04764,3.23616,2.58539,0.31753,0.13051,0.1069,0.07524,0.03954,2.88917,3.83086,2.76445,0.35724,0.000307289,0.000307289,0.000307289
44,227.156,2.96212,3.46697,2.50316,0.30297,0.11891,0.10811,0.07457,0.0404,2.89943,3.89598,2.76855,0.35774,0.000302082,0.000302082,0.000302082
45,232.256,2.93138,3.55344,2.60897,0.3106,0.12473,0.11094,0.08085,0.04395,2.88505,3.79055,2.76814,0.35932,0.000296874,0.000296874,0.000296874
46,237.106,3.08371,3.34521,2.53849,0.32459,0.14014,0.10147,0.07972,0.0429,2.87584,3.77395,2.78173,0.36117,0.000291667,0.000291667,0.000291667
47,242.177,3.03737,3.1829,2.45544,0.30074,0.13165,0.10295,0.08273,0.04556,2.8227,3.7373,2.74255,0.3573,0.00028646,0.00028646,0.00028646
48,247.577,2.83406,3.09092,2.46965,0.2863,0.12626,0.11075,0.08766,0.04791,2.79881,3.6481,2.71949,0.35297,0.000281252,0.000281252,0.000281252
49,252.536,2.88666,3.34514,2.50344,0.30114,0.12475,0.11637,0.09218,0.0499,2.77974,3.63391,2.70032,0.35266,0.000276045,0.000276045,0.000276045
50,257.722,3.01077,3.07237,2.43135,0.29422,0.1294,0.11927,0.09546,0.05113,2.77044,3.62006,2.69908,0.34659,0.000270837,0.000270837,0.000270837
51,262.753,2.81634,3.1329,2.51552,0.31374,0.12388,0.11473,0.08881,0.04816,2.75969,3.63673,2.68476,0.34659,0.00026563,0.00026563,0.00026563
52,267.763,2.76191,3.12163,2.43453,0.3079,0.13478,0.11451,0.08432,0.04399,2.75849,3.65957,2.66706,0.34684,0.000260423,0.000260423,0.000260423
53,273.353,2.94926,3.49115,2.63739,0.29446,0.13157,0.12633,0.09475,0.04881,2.74089,3.63755,2.66506,0.34059,0.000255215,0.000255215,0.000255215
54,278.909,2.87927,3.51033,2.54932,0.28026,0.14611,0.12341,0.10152,0.05452,2.72304,3.60185,2.66165,0.34403,0.000250008,0.000250008,0.000250008
55,283.652,2.82853,3.12689,2.45892,0.29725,0.1392,0.1196,0.10156,0.05491,2.69876,3.61312,2.6555,0.34355,0.0002448,0.0002448,0.0002448
56,288.721,2.80273,3.30011,2.45728,0.30389,0.14847,0.1306,0.10482,0.05607,2.68385,3.54456,2.64357,0.33565,0.000239593,0.000239593,0.000239593
57,579.359,2.78648,3.2158,2.43225,0.27865,0.15832,0.13373,0.1113,0.05945,2.67824,3.49492,2.64163,0.32988,0.000234386,0.000234386,0.000234386
58,584.241,2.95449,3.18498,2.46247,0.31537,0.15985,0.14166,0.11398,0.06005,2.67319,3.47567,2.63532,0.32655,0.000229178,0.000229178,0.000229178
59,589.49,2.75206,3.09758,2.45258,0.27969,0.17294,0.1456,0.11677,0.06035,2.67659,3.52909,2.6263,0.3233,0.000223971,0.000223971,0.000223971
60,594.44,2.75024,3.31417,2.62561,0.30433,0.17109,0.13947,0.1147,0.05977,2.64743,3.49263,2.60482,0.32183,0.000218763,0.000218763,0.000218763
61,599.086,2.80433,3.19388,2.45548,0.29869,0.16505,0.13866,0.11704,0.06218,2.61969,3.47206,2.59705,0.31463,0.000213556,0.000213556,0.000213556
62,603.677,2.72931,3.11662,2.31347,0.30383,0.14997,0.1375,0.11184,0.06078,2.61996,3.46342,2.60818,0.31289,0.000208349,0.000208349,0.000208349
63,608.365,2.68455,2.95258,2.32346,0.26172,0.17076,0.13933,0.12028,0.06434,2.61028,3.41914,2.60527,0.3094,0.000203141,0.000203141,0.000203141
64,612.996,2.80609,2.99662,2.37925,0.30036,0.17619,0.13647,0.12392,0.06671,2.60502,3.42476,2.59215,0.30783,0.000197934,0.000197934,0.000197934
65,617.847,2.82524,3.01464,2.38013,0.26467,0.1672,0.15535,0.12488,0.06663,2.6121,3.50032,2.5841,0.31197,0.000192726,0.000192726,0.000192726
66,623.576,2.69485,2.9165,2.27902,0.30108,0.17737,0.14168,0.1204,0.0645,2.62674,3.60095,2.58293,0.3175,0.000187519,0.000187519,0.000187519
67,628.795,2.82006,3.19168,2.41065,0.28693,0.15478,0.15575,0.12046,0.06354,2.60625,3.57073,2.55428,0.32384,0.000182312,0.000182312,0.000182312
68,634.245,2.72271,3.09304,2.3825,0.26551,0.1646,0.15949,0.12949,0.06865,2.56813,3.42753,2.5331,0.31969,0.000177104,0.000177104,0.000177104
69,639.157,2.69693,2.96077,2.38444,0.2433,0.17332,0.15962,0.13186,0.07008,2.5548,3.37713,2.52793,0.31803,0.000171897,0.000171897,0.000171897
70,644.082,2.62913,3.3794,2.45254,0.25749,0.18063,0.15867,0.13106,0.07079,2.54702,3.39833,2.52875,0.31627,0.000166689,0.000166689,0.000166689
71,649.135,2.64705,2.95472,2.33555,0.28687,0.17547,0.15958,0.13157,0.0721,2.54191,3.36746,2.54977,0.31109,0.000161482,0.000161482,0.000161482
72,654.236,2.67955,3.21986,2.42104,0.28317,0.18077,0.16038,0.13512,0.07369,2.526,3.34783,2.54584,0.30543,0.000156275,0.000156275,0.000156275
73,659.276,2.65604,3.12708,2.45133,0.30358,0.18161,0.15732,0.14182,0.07638,2.52257,3.31427,2.55464,0.30225,0.000151067,0.000151067,0.000151067
74,664.69,2.71617,2.96625,2.29079,0.26564,0.18337,0.16688,0.14657,0.07731,2.52803,3.293,2.57345,0.30512,0.00014586,0.00014586,0.00014586
75,669.834,2.67508,3.03102,2.37676,0.25456,0.18438,0.17058,0.14565,0.07722,2.52661,3.33418,2.55439,0.30702,0.000140652,0.000140652,0.000140652
76,675.703,2.65682,3.01903,2.3732,0.27591,0.18043,0.17709,0.14327,0.07533,2.53792,3.36835,2.5517,0.30769,0.000135445,0.000135445,0.000135445
77,681.125,2.79548,2.93208,2.39254,0.26609,0.17942,0.17032,0.14434,0.07706,2.52313,3.30629,2.54582,0.30402,0.000130238,0.000130238,0.000130238
78,686.199,2.59029,3.17014,2.45343,0.25846,0.18519,0.16933,0.1454,0.07758,2.51408,3.26662,2.54517,0.30448,0.00012503,0.00012503,0.00012503
79,691.201,2.6182,2.81758,2.30909,0.23117,0.18492,0.17275,0.14731,0.0785,2.50311,3.23884,2.53126,0.30114,0.000119823,0.000119823,0.000119823
80,696.215,2.55348,2.98589,2.37566,0.26311,0.18343,0.1745,0.14955,0.08068,2.49754,3.21955,2.52196,0.29915,0.000114615,0.000114615,0.000114615
81,701.292,2.64166,3.02674,2.25369,0.25508,0.18291,0.16902,0.15007,0.0816,2.49453,3.20665,2.51082,0.29652,0.000109408,0.000109408,0.000109408
82,706.451,2.58672,2.95736,2.39137,0.2686,0.19086,0.16369,0.14991,0.08118,2.49807,3.22498,2.51301,0.29556,0.000104201,0.000104201,0.000104201
83,711.616,2.69071,2.92863,2.35997,0.26051,0.19913,0.15835,0.15024,0.0798,2.48842,3.2334,2.49811,0.29885,9.89932e-05,9.89932e-05,9.89932e-05
84,717.067,2.59613,3.01824,2.38307,0.25483,0.18893,0.17263,0.15213,0.07912,2.48037,3.20615,2.49433,0.30118,9.37858e-05,9.37858e-05,9.37858e-05
85,722.667,2.68004,3.31346,2.43251,0.23751,0.18509,0.17569,0.14966,0.07769,2.47433,3.21489,2.4953,0.29772,8.85784e-05,8.85784e-05,8.85784e-05
86,727.752,2.55734,2.79347,2.27249,0.2375,0.19095,0.1834,0.15304,0.08149,2.4552,3.18803,2.48733,0.29387,8.3371e-05,8.3371e-05,8.3371e-05
87,732.987,2.56525,2.7436,2.2345,0.24687,0.18607,0.18363,0.15348,0.08192,2.45622,3.20288,2.48644,0.2937,7.81636e-05,7.81636e-05,7.81636e-05
88,738.4,2.55536,2.88015,2.34082,0.2779,0.18537,0.18342,0.15317,0.08316,2.44569,3.25588,2.48201,0.29447,7.29562e-05,7.29562e-05,7.29562e-05
89,743.554,2.70283,3.17073,2.35334,0.26176,0.18273,0.18922,0.15693,0.08483,2.44683,3.20018,2.48473,0.29432,6.77488e-05,6.77488e-05,6.77488e-05
90,748.685,2.52245,3.00707,2.29829,0.24145,0.1823,0.18811,0.15769,0.08578,2.4416,3.16392,2.48868,0.29334,6.25414e-05,6.25414e-05,6.25414e-05
91,790.902,2.68025,3.96725,2.46008,0.29082,0.18937,0.17987,0.15508,0.08426,2.43124,3.19005,2.46988,0.2929,5.7334e-05,5.7334e-05,5.7334e-05
92,795.341,2.51433,3.49011,2.43011,0.29791,0.18742,0.18004,0.15544,0.08443,2.41257,3.19679,2.45439,0.29399,5.21266e-05,5.21266e-05,5.21266e-05
93,800.002,2.61416,3.52342,2.40015,0.26952,0.19117,0.17088,0.15458,0.08424,2.40595,3.17058,2.44673,0.2931,4.69192e-05,4.69192e-05,4.69192e-05
94,805.866,2.52446,3.42377,2.33578,0.28228,0.19177,0.1744,0.15452,0.08383,2.39439,3.20688,2.43147,0.29509,4.17118e-05,4.17118e-05,4.17118e-05
95,811.157,2.40987,3.26411,2.37487,0.26884,0.20173,0.16634,0.15249,0.08374,2.39982,3.21939,2.43246,0.29472,3.65044e-05,3.65044e-05,3.65044e-05
96,816.842,2.53003,3.49031,2.42099,0.26373,0.1943,0.1696,0.15238,0.08313,2.40144,3.23465,2.42941,0.29692,3.1297e-05,3.1297e-05,3.1297e-05
97,822.058,2.61722,3.56304,2.44615,0.30039,0.18714,0.1695,0.15244,0.08264,2.38748,3.24374,2.41983,0.29793,2.60896e-05,2.60896e-05,2.60896e-05
98,826.967,2.56467,3.45615,2.4178,0.2702,0.18666,0.16997,0.15354,0.08359,2.38671,3.23502,2.41852,0.29946,2.08822e-05,2.08822e-05,2.08822e-05
99,831.783,2.45102,3.14096,2.37501,0.25025,0.18692,0.17137,0.15478,0.08489,2.38792,3.21219,2.42013,0.29814,1.56748e-05,1.56748e-05,1.56748e-05
100,836.511,2.59617,3.55533,2.48152,0.27396,0.18801,0.1718,0.15495,0.0847,2.38383,3.20111,2.42204,0.29749,1.04674e-05,1.04674e-05,1.04674e-05
